Punktnummer,Ost,Nord,Höhe,Hz-Winkel,V-Winkel,Schrägdistanz,Horizontaldistanz,Code & Punkt Info,Zeitstempel
3_TS091411335416,2601405.6564,1144078.3673,1113.6481,111.2104 g,84.4452 g,140.3151,136.1469,,14.09.2022 11:33:54
3_TS091411335235,2601405.6562,1144078.3674,1113.6481,111.2104 g,84.4452 g,140.3149,136.1467,,14.09.2022 11:33:52
3_TS091411335147,2601405.6584,1144078.3670,1113.6486,111.2104 g,84.4452 g,140.3172,136.1489,,14.09.2022 11:33:51
3_TS091411335014,2601405.6584,1144078.3670,1113.6486,111.2104 g,84.4452 g,140.3172,136.1489,,14.09.2022 11:33:50
3_TS091411334924,2601405.6543,1144078.3677,1113.6475,111.2104 g,84.4452 g,140.3129,136.1448,,14.09.2022 11:33:49
3_TS091411334828,2601405.6559,1144078.3674,1113.6479,111.2104 g,84.4452 g,140.3146,136.1464,,14.09.2022 11:33:48
3_TS091411334741,2601405.6512,1144078.3683,1113.6467,111.2104 g,84.4452 g,140.3097,136.1417,,14.09.2022 11:33:47
3_TS091411334643,2601405.6524,1144078.3680,1113.6470,111.2104 g,84.4452 g,140.3109,136.1428,,14.09.2022 11:33:46
3_TS091411334564,2601405.6580,1144078.3670,1113.6485,111.2105 g,84.4452 g,140.3168,136.1485,,14.09.2022 11:33:46
3_TS091411334473,2601405.6543,1144078.3677,1113.6475,111.2104 g,84.4452 g,140.3129,136.1448,,14.09.2022 11:33:45
3_TS091411334381,2601405.6535,1144078.3678,1113.6473,111.2104 g,84.4452 g,140.3121,136.1440,,14.09.2022 11:33:44
3_TS091411334296,2601405.6553,1144078.3675,1113.6477,111.2104 g,84.4452 g,140.3139,136.1457,,14.09.2022 11:33:43
3_TS091411334213,2601405.6553,1144078.3675,1113.6477,111.2104 g,84.4452 g,140.3139,136.1458,,14.09.2022 11:33:42
3_TS091411334113,2601405.6552,1144078.3675,1113.6477,111.2104 g,84.4452 g,140.3138,136.1456,,14.09.2022 11:33:41
3_TS091411334021,2601405.6551,1144078.3676,1113.6477,111.2104 g,84.4452 g,140.3137,136.1455,,14.09.2022 11:33:40
3_TS091411333925,2601405.6547,1144078.3676,1113.6476,111.2105 g,84.4452 g,140.3133,136.1452,,14.09.2022 11:33:39
3_TS091411333801,2601405.6542,1144078.3677,1113.6475,111.2104 g,84.4452 g,140.3128,136.1447,,14.09.2022 11:33:38
3_TS091411333616,2601405.6545,1144078.3677,1113.6476,111.2104 g,84.4452 g,140.3131,136.1450,,14.09.2022 11:33:36
3_TS091411333536,2601405.6496,1144078.3685,1113.6462,111.2105 g,84.4453 g,140.3080,136.1400,,14.09.2022 11:33:35
3_TS091411333429,2601405.6515,1144078.3682,1113.6468,111.2105 g,84.4452 g,140.3100,136.1420,,14.09.2022 11:33:34
3_TS091411333345,2601405.6604,1144078.3666,1113.6490,111.2105 g,84.4452 g,140.3193,136.1510,,14.09.2022 11:33:33
3_TS091411333252,2601405.6592,1144078.3668,1113.6487,111.2105 g,84.4452 g,140.3180,136.1497,,14.09.2022 11:33:33
3_TS091411333166,2601405.6556,1144078.3674,1113.6478,111.2105 g,84.4452 g,140.3143,136.1461,,14.09.2022 11:33:32
3_TS091411333085,2601405.6541,1144078.3677,1113.6475,111.2105 g,84.4452 g,140.3127,136.1446,,14.09.2022 11:33:31
3_TS091411332993,2601405.6502,1144078.3684,1113.6465,111.2105 g,84.4452 g,140.3086,136.1406,,14.09.2022 11:33:30
3_TS091411332907,2601405.6582,1144078.3670,1113.6486,111.2105 g,84.4452 g,140.3170,136.1487,,14.09.2022 11:33:29
3_TS091411332812,2601405.6502,1144078.3684,1113.6466,111.2105 g,84.4452 g,140.3087,136.1407,,14.09.2022 11:33:28
3_TS091411332731,2601405.6524,1144078.3680,1113.6471,111.2105 g,84.4452 g,140.3110,136.1429,,14.09.2022 11:33:27
3_TS091411332636,2601405.6578,1144078.3670,1113.6486,111.2105 g,84.4451 g,140.3166,136.1483,,14.09.2022 11:33:26
3_TS091411332503,2601405.6553,1144078.3674,1113.6479,111.2105 g,84.4451 g,140.3140,136.1458,,14.09.2022 11:33:25
3_TS091411332432,2601405.6503,1144078.3683,1113.6466,111.2105 g,84.4452 g,140.3088,136.1408,,14.09.2022 11:33:24
3_TS091411332344,2601405.6532,1144078.3678,1113.6475,111.2105 g,84.4451 g,140.3118,136.1436,,14.09.2022 11:33:23
3_TS091411332263,2601405.6561,1144078.3673,1113.6482,111.2105 g,84.4451 g,140.3149,136.1467,,14.09.2022 11:33:23
3_TS091411332174,2601405.6525,1144078.3680,1113.6472,111.2105 g,84.4451 g,140.3111,136.1430,,14.09.2022 11:33:22
3_TS091411331974,2601405.6551,1144078.3675,1113.6478,111.2105 g,84.4452 g,140.3138,136.1456,,14.09.2022 11:33:20
3_TS091411331885,2601405.6520,1144078.3680,1113.6472,111.2105 g,84.4451 g,140.3106,136.1425,,14.09.2022 11:33:19
3_TS091411331789,2601405.6517,1144078.3681,1113.6473,111.2105 g,84.4450 g,140.3103,136.1421,,14.09.2022 11:33:18
3_TS091411331708,2601405.6578,1144078.3670,1113.6488,111.2105 g,84.4451 g,140.3167,136.1484,,14.09.2022 11:33:17
3_TS091411331607,2601405.6585,1144078.3668,1113.6490,111.2105 g,84.4450 g,140.3174,136.1490,,14.09.2022 11:33:16
3_TS091411331510,2601405.6584,1144078.3668,1113.6489,111.2105 g,84.4450 g,140.3173,136.1489,,14.09.2022 11:33:15
3_TS091411331413,2601405.6545,1144078.3676,1113.6480,111.2105 g,84.4450 g,140.3132,136.1450,,14.09.2022 11:33:14
3_TS091411331295,2601405.6503,1144078.3683,1113.6469,111.2105 g,84.4450 g,140.3088,136.1407,,14.09.2022 11:33:13
3_TS091411331204,2601405.6549,1144078.3675,1113.6482,111.2105 g,84.4450 g,140.3137,136.1454,,14.09.2022 11:33:12
3_TS091411331116,2601405.6501,1144078.3683,1113.6470,111.2105 g,84.4450 g,140.3087,136.1406,,14.09.2022 11:33:11
3_TS091411331025,2601405.6553,1144078.3673,1113.6483,111.2105 g,84.4450 g,140.3141,136.1458,,14.09.2022 11:33:10
3_TS091411330932,2601405.6553,1144078.3673,1113.6482,111.2105 g,84.4450 g,140.3141,136.1458,,14.09.2022 11:33:09
3_TS091411330848,2601405.6563,1144078.3672,1113.6485,111.2105 g,84.4450 g,140.3151,136.1468,,14.09.2022 11:33:08
3_TS091411330759,2601405.6572,1144078.3671,1113.6487,111.2105 g,84.4450 g,140.3161,136.1478,,14.09.2022 11:33:08
3_TS091411330671,2601405.6491,1144078.3685,1113.6466,111.2105 g,84.4450 g,140.3076,136.1395,,14.09.2022 11:33:07
3_TS091411330584,2601405.6523,1144078.3679,1113.6475,111.2105 g,84.4450 g,140.3110,136.1428,,14.09.2022 11:33:06
3_TS091411330557,2601405.6528,1144078.3679,1113.6478,111.2105 g,84.4449 g,140.3115,136.1433,,14.09.2022 11:33:06
3_TS091411330412,2601405.6578,1144078.3669,1113.6490,111.2105 g,84.4449 g,140.3168,136.1484,,14.09.2022 11:33:04
3_TS091411330332,2601405.6546,1144078.3675,1113.6482,111.2105 g,84.4449 g,140.3134,136.1451,,14.09.2022 11:33:03
3_TS091411330224,2601405.6553,1144078.3674,1113.6484,111.2105 g,84.4449 g,140.3141,136.1458,,14.09.2022 11:33:02
3_TS091411330149,2601405.6529,1144078.3678,1113.6479,111.2105 g,84.4449 g,140.3116,136.1433,,14.09.2022 11:33:01
3_TS091411330013,2601405.6488,1144078.3685,1113.6469,111.2105 g,84.4449 g,140.3074,136.1393,,14.09.2022 11:33:00
3_TS091411325913,2601405.6587,1144078.3667,1113.6494,111.2105 g,84.4449 g,140.3177,136.1493,,14.09.2022 11:32:59
3_TS091411325828,2601405.6620,1144078.3661,1113.6503,111.2105 g,84.4449 g,140.3212,136.1526,,14.09.2022 11:32:58
3_TS091411325750,2601405.6532,1144078.3677,1113.6481,111.2105 g,84.4449 g,140.3120,136.1437,,14.09.2022 11:32:58
3_TS091411325649,2601405.6551,1144078.3674,1113.6485,111.2105 g,84.4449 g,140.3140,136.1457,,14.09.2022 11:32:56
3_TS091411325553,2601405.6546,1144078.3675,1113.6484,111.2105 g,84.4449 g,140.3134,136.1451,,14.09.2022 11:32:56
3_TS091411325472,2601405.6565,1144078.3671,1113.6489,111.2105 g,84.4449 g,140.3154,136.1470,,14.09.2022 11:32:55
3_TS091411325370,2601405.6584,1144078.3668,1113.6493,111.2105 g,84.4449 g,140.3174,136.1489,,14.09.2022 11:32:54
3_TS091411325284,2601405.6556,1144078.3673,1113.6487,111.2105 g,84.4449 g,140.3145,136.1461,,14.09.2022 11:32:53
3_TS091411325190,2601405.6515,1144078.3681,1113.6477,111.2105 g,84.4448 g,140.3102,136.1419,,14.09.2022 11:32:52
3_TS091411325094,2601405.6522,1144078.3679,1113.6479,111.2105 g,84.4448 g,140.3110,136.1427,,14.09.2022 11:32:51
3_TS091411325007,2601405.6572,1144078.3670,1113.6492,111.2105 g,84.4448 g,140.3162,136.1478,,14.09.2022 11:32:50
3_TS091411324975,2601405.6555,1144078.3673,1113.6488,111.2105 g,84.4448 g,140.3144,136.1460,,14.09.2022 11:32:50
3_TS091411324829,2601405.6541,1144078.3675,1113.6485,111.2105 g,84.4448 g,140.3130,136.1446,,14.09.2022 11:32:48
3_TS091411324703,2601405.6574,1144078.3670,1113.6493,111.2105 g,84.4448 g,140.3164,136.1479,,14.09.2022 11:32:47
3_TS091411324609,2601405.6627,1144078.3660,1113.6508,111.2105 g,84.4447 g,140.3220,136.1533,,14.09.2022 11:32:46
3_TS091411324522,2601405.6555,1144078.3673,1113.6490,111.2105 g,84.4447 g,140.3145,136.1460,,14.09.2022 11:32:45
3_TS091411324426,2601405.6490,1144078.3685,1113.6473,111.2105 g,84.4447 g,140.3077,136.1395,,14.09.2022 11:32:44
3_TS091411324260,2601405.6519,1144078.3680,1113.6481,111.2105 g,84.4447 g,140.3107,136.1424,,14.09.2022 11:32:43
3_TS091411324152,2601405.6574,1144078.3670,1113.6495,111.2105 g,84.4447 g,140.3165,136.1480,,14.09.2022 11:32:42
3_TS091411324067,2601405.6536,1144078.3677,1113.6485,111.2105 g,84.4447 g,140.3125,136.1441,,14.09.2022 11:32:41
3_TS091411323973,2601405.6569,1144078.3671,1113.6493,111.2105 g,84.4447 g,140.3159,136.1474,,14.09.2022 11:32:40
3_TS091411323874,2601405.6560,1144078.3672,1113.6491,111.2105 g,84.4447 g,140.3150,136.1465,,14.09.2022 11:32:39
3_TS091411323790,2601405.6508,1144078.3682,1113.6478,111.2105 g,84.4447 g,140.3095,136.1412,,14.09.2022 11:32:38
3_TS091411323713,2601405.6518,1144078.3680,1113.6480,111.2105 g,84.4447 g,140.3106,136.1423,,14.09.2022 11:32:37
3_TS091411323614,2601405.6505,1144078.3682,1113.6478,111.2105 g,84.4447 g,140.3093,136.1410,,14.09.2022 11:32:36
3_TS091411323474,2601405.6572,1144078.3671,1113.6493,111.2105 g,84.4447 g,140.3162,136.1477,,14.09.2022 11:32:35
3_TS091411323375,2601405.6622,1144078.3661,1113.6506,111.2105 g,84.4448 g,140.3215,136.1529,,14.09.2022 11:32:34
3_TS091411323334,2601405.6513,1144078.3680,1113.6479,111.2105 g,84.4447 g,140.3101,136.1418,,14.09.2022 11:32:33
3_TS091411323192,2601405.6541,1144078.3676,1113.6486,111.2105 g,84.4447 g,140.3130,136.1446,,14.09.2022 11:32:32
3_TS091411323092,2601405.6536,1144078.3676,1113.6484,111.2105 g,84.4448 g,140.3125,136.1441,,14.09.2022 11:32:31
3_TS091411323005,2601405.6551,1144078.3674,1113.6487,111.2105 g,84.4448 g,140.3140,136.1456,,14.09.2022 11:32:30
3_TS091411322915,2601405.6529,1144078.3678,1113.6483,111.2105 g,84.4447 g,140.3117,136.1433,,14.09.2022 11:32:29
3_TS091411322828,2601405.6578,1144078.3669,1113.6494,111.2105 g,84.4448 g,140.3168,136.1483,,14.09.2022 11:32:28
3_TS091411322734,2601405.6539,1144078.3676,1113.6485,111.2105 g,84.4447 g,140.3128,136.1444,,14.09.2022 11:32:27
3_TS091411322654,2601405.6513,1144078.3680,1113.6478,111.2105 g,84.4447 g,140.3101,136.1418,,14.09.2022 11:32:27
3_TS091411322562,2601405.6467,1144078.3688,1113.6467,111.2105 g,84.4448 g,140.3053,136.1371,,14.09.2022 11:32:26
3_TS091411322468,2601405.6550,1144078.3674,1113.6487,111.2105 g,84.4448 g,140.3139,136.1455,,14.09.2022 11:32:25
3_TS091411322387,2601405.6524,1144078.3679,1113.6481,111.2105 g,84.4448 g,140.3112,136.1429,,14.09.2022 11:32:24
3_TS091411322287,2601405.6487,1144078.3685,1113.6471,111.2105 g,84.4448 g,140.3073,136.1391,,14.09.2022 11:32:23
3_TS091411322166,2601405.6573,1144078.3670,1113.6493,111.2105 g,84.4448 g,140.3163,136.1478,,14.09.2022 11:32:22
3_TS091411322072,2601405.6533,1144078.3677,1113.6483,111.2105 g,84.4448 g,140.3121,136.1438,,14.09.2022 11:32:21
3_TS091411321995,2601405.6519,1144078.3679,1113.6479,111.2105 g,84.4448 g,140.3107,136.1424,,14.09.2022 11:32:20
3_TS091411321914,2601405.6572,1144078.3670,1113.6492,111.2105 g,84.4448 g,140.3162,136.1477,,14.09.2022 11:32:19
3_TS091411321825,2601405.6521,1144078.3679,1113.6479,111.2105 g,84.4448 g,140.3109,136.1426,,14.09.2022 11:32:18
3_TS091411321744,2601405.6545,1144078.3675,1113.6485,111.2105 g,84.4448 g,140.3134,136.1450,,14.09.2022 11:32:17
3_TS091411321720,2601405.6564,1144078.3672,1113.6490,111.2105 g,84.4448 g,140.3154,136.1470,,14.09.2022 11:32:17
3_TS091411321544,2601405.6524,1144078.3678,1113.6480,111.2105 g,84.4448 g,140.3112,136.1429,,14.09.2022 11:32:15
3_TS091411321454,2601405.6540,1144078.3676,1113.6484,111.2105 g,84.4448 g,140.3129,136.1445,,14.09.2022 11:32:15
3_TS091411321361,2601405.6555,1144078.3673,1113.6487,111.2105 g,84.4448 g,140.3144,136.1460,,14.09.2022 11:32:14
3_TS091411321276,2601405.6531,1144078.3677,1113.6481,111.2105 g,84.4448 g,140.3119,136.1436,,14.09.2022 11:32:13
3_TS091411321189,2601405.6496,1144078.3684,1113.6473,111.2105 g,84.4448 g,140.3083,136.1401,,14.09.2022 11:32:12
3_TS091411321103,2601405.6567,1144078.3671,1113.6490,111.2105 g,84.4448 g,140.3157,136.1473,,14.09.2022 11:32:11
3_TS091411321020,2601405.6589,1144078.3668,1113.6495,111.2105 g,84.4449 g,140.3179,136.1494,,14.09.2022 11:32:10
3_TS091411320889,2601405.6582,1144078.3669,1113.6492,111.2105 g,84.4449 g,140.3172,136.1488,,14.09.2022 11:32:09
3_TS091411320802,2601405.6539,1144078.3676,1113.6482,111.2105 g,84.4449 g,140.3127,136.1444,,14.09.2022 11:32:08
3_TS091411320705,2601405.6522,1144078.3679,1113.6478,111.2105 g,84.4449 g,140.3109,136.1426,,14.09.2022 11:32:07
3_TS091411320608,2601405.6564,1144078.3672,1113.6487,111.2105 g,84.4449 g,140.3153,136.1469,,14.09.2022 11:32:06
3_TS091411320511,2601405.6576,1144078.3669,1113.6493,111.2105 g,84.4448 g,140.3166,136.1481,,14.09.2022 11:32:05
3_TS091411320434,2601405.6609,1144078.3663,1113.6501,111.2105 g,84.4448 g,140.3201,136.1515,,14.09.2022 11:32:04
3_TS091411320347,2601405.6568,1144078.3671,1113.6490,111.2105 g,84.4448 g,140.3158,136.1474,,14.09.2022 11:32:03
3_TS091411320255,2601405.6531,1144078.3678,1113.6479,111.2105 g,84.4449 g,140.3118,136.1435,,14.09.2022 11:32:03
3_TS091411320162,2601405.6536,1144078.3677,1113.6481,111.2105 g,84.4449 g,140.3124,136.1441,,14.09.2022 11:32:02
3_TS091411320113,2601405.6544,1144078.3676,1113.6485,111.2105 g,84.4448 g,140.3133,136.1449,,14.09.2022 11:32:01
3_TS091411315985,2601405.6564,1144078.3671,1113.6491,111.2105 g,84.4447 g,140.3154,136.1469,,14.09.2022 11:32:00
3_TS091411315902,2601405.6606,1144078.3664,1113.6502,111.2105 g,84.4448 g,140.3198,136.1512,,14.09.2022 11:31:59
3_TS091411315810,2601405.6552,1144078.3674,1113.6488,111.2105 g,84.4447 g,140.3141,136.1457,,14.09.2022 11:31:58
3_TS091411315721,2601405.6546,1144078.3675,1113.6485,111.2105 g,84.4448 g,140.3135,136.1451,,14.09.2022 11:31:57
3_TS091411315586,2601405.6565,1144078.3672,1113.6489,111.2105 g,84.4448 g,140.3154,136.1470,,14.09.2022 11:31:56
3_TS091411315491,2601405.6547,1144078.3675,1113.6485,111.2105 g,84.4448 g,140.3136,136.1452,,14.09.2022 11:31:55
3_TS091411315411,2601405.6532,1144078.3677,1113.6480,111.2105 g,84.4449 g,140.3120,136.1437,,14.09.2022 11:31:54
3_TS091411315320,2601405.6592,1144078.3667,1113.6494,111.2105 g,84.4449 g,140.3182,136.1498,,14.09.2022 11:31:53
3_TS091411315232,2601405.6602,1144078.3666,1113.6496,111.2105 g,84.4450 g,140.3192,136.1507,,14.09.2022 11:31:52
3_TS091411315152,2601405.6580,1144078.3670,1113.6490,111.2105 g,84.4450 g,140.3169,136.1485,,14.09.2022 11:31:52
3_TS091411315067,2601405.6566,1144078.3672,1113.6486,111.2105 g,84.4450 g,140.3155,136.1472,,14.09.2022 11:31:51
3_TS091411314988,2601405.6543,1144078.3676,1113.6481,111.2105 g,84.4450 g,140.3131,136.1448,,14.09.2022 11:31:50
3_TS091411314894,2601405.6520,1144078.3681,1113.6474,111.2105 g,84.4450 g,140.3106,136.1424,,14.09.2022 11:31:49
3_TS091411314812,2601405.6561,1144078.3673,1113.6483,111.2105 g,84.4451 g,140.3149,136.1466,,14.09.2022 11:31:48
3_TS091411314734,2601405.6515,1144078.3682,1113.6472,111.2105 g,84.4451 g,140.3101,136.1420,,14.09.2022 11:31:47
3_TS091411314645,2601405.6622,1144078.3662,1113.6498,111.2105 g,84.4451 g,140.3213,136.1528,,14.09.2022 11:31:46
3_TS091411314544,2601405.6583,1144078.3669,1113.6488,111.2105 g,84.4451 g,140.3172,136.1489,,14.09.2022 11:31:45
3_TS091411314497,2601405.6539,1144078.3677,1113.6476,111.2105 g,84.4451 g,140.3125,136.1443,,14.09.2022 11:31:45
3_TS091411314327,2601405.6507,1144078.3683,1113.6468,111.2105 g,84.4451 g,140.3092,136.1411,,14.09.2022 11:31:43
3_TS091411314255,2601405.6571,1144078.3671,1113.6485,111.2105 g,84.4451 g,140.3159,136.1476,,14.09.2022 11:31:43
3_TS091411314163,2601405.6518,1144078.3681,1113.6472,111.2105 g,84.4451 g,140.3104,136.1423,,14.09.2022 11:31:42
3_TS091411314064,2601405.6602,1144078.3666,1113.6492,111.2105 g,84.4451 g,140.3192,136.1508,,14.09.2022 11:31:41
3_TS091411313968,2601405.6561,1144078.3673,1113.6482,111.2105 g,84.4451 g,140.3149,136.1467,,14.09.2022 11:31:40
3_TS091411313885,2601405.6527,1144078.3679,1113.6473,111.2105 g,84.4451 g,140.3113,136.1432,,14.09.2022 11:31:39
3_TS091411313807,2601405.6544,1144078.3676,1113.6478,111.2105 g,84.4451 g,140.3131,136.1449,,14.09.2022 11:31:38
3_TS091411313738,2601405.6521,1144078.3680,1113.6471,111.2105 g,84.4451 g,140.3107,136.1426,,14.09.2022 11:31:37
3_TS091411313644,2601405.6508,1144078.3683,1113.6468,111.2105 g,84.4452 g,140.3093,136.1412,,14.09.2022 11:31:36
3_TS091411313556,2601405.6575,1144078.3671,1113.6484,111.2105 g,84.4452 g,140.3163,136.1480,,14.09.2022 11:31:36
3_TS091411313474,2601405.6590,1144078.3668,1113.6487,111.2105 g,84.4452 g,140.3178,136.1495,,14.09.2022 11:31:35
3_TS091411313373,2601405.6557,1144078.3674,1113.6478,111.2105 g,84.4452 g,140.3144,136.1462,,14.09.2022 11:31:34
3_TS091411313285,2601405.6540,1144078.3677,1113.6475,111.2105 g,84.4452 g,140.3126,136.1445,,14.09.2022 11:31:33
3_TS091411313189,2601405.6518,1144078.3681,1113.6469,111.2105 g,84.4452 g,140.3103,136.1422,,14.09.2022 11:31:32
3_TS091411313080,2601405.6547,1144078.3676,1113.6475,111.2105 g,84.4452 g,140.3133,136.1452,,14.09.2022 11:31:31
3_TS091411312974,2601405.6543,1144078.3676,1113.6475,111.2105 g,84.4452 g,140.3129,136.1448,,14.09.2022 11:31:30
3_TS091411312894,2601405.6559,1144078.3674,1113.6479,111.2105 g,84.4452 g,140.3146,136.1464,,14.09.2022 11:31:29
3_TS091411312881,2601405.6486,1144078.3686,1113.6461,111.2105 g,84.4452 g,140.3070,136.1390,,14.09.2022 11:31:29
3_TS091411312711,2601405.6548,1144078.3676,1113.6475,111.2105 g,84.4453 g,140.3134,136.1453,,14.09.2022 11:31:27
3_TS091411312637,2601405.6533,1144078.3678,1113.6472,111.2105 g,84.4453 g,140.3119,136.1438,,14.09.2022 11:31:26
3_TS091411312540,2601405.6539,1144078.3677,1113.6473,111.2105 g,84.4453 g,140.3125,136.1444,,14.09.2022 11:31:25
3_TS091411312450,2601405.6534,1144078.3678,1113.6472,111.2105 g,84.4452 g,140.3120,136.1439,,14.09.2022 11:31:25
3_TS091411312375,2601405.6535,1144078.3678,1113.6472,111.2105 g,84.4453 g,140.3120,136.1439,,14.09.2022 11:31:24
3_TS091411312282,2601405.6543,1144078.3677,1113.6474,111.2105 g,84.4453 g,140.3129,136.1448,,14.09.2022 11:31:23
3_TS091411312188,2601405.6600,1144078.3667,1113.6487,111.2105 g,84.4453 g,140.3188,136.1505,,14.09.2022 11:31:22
3_TS091411312089,2601405.6578,1144078.3671,1113.6481,111.2104 g,84.4454 g,140.3165,136.1483,,14.09.2022 11:31:21
3_TS091411311996,2601405.6531,1144078.3679,1113.6469,111.2104 g,84.4454 g,140.3116,136.1436,,14.09.2022 11:31:20
3_TS091411311920,2601405.6513,1144078.3682,1113.6464,111.2104 g,84.4454 g,140.3097,136.1418,,14.09.2022 11:31:19
3_TS091411311794,2601405.6559,1144078.3674,1113.6475,111.2104 g,84.4454 g,140.3145,136.1464,,14.09.2022 11:31:18
3_TS091411311692,2601405.6540,1144078.3678,1113.6470,111.2104 g,84.4454 g,140.3125,136.1445,,14.09.2022 11:31:17
3_TS091411311613,2601405.6538,1144078.3678,1113.6469,111.2104 g,84.4454 g,140.3123,136.1443,,14.09.2022 11:31:16
3_TS091411311541,2601405.6506,1144078.3684,1113.6461,111.2104 g,84.4454 g,140.3089,136.1410,,14.09.2022 11:31:15
3_TS091411311434,2601405.6526,1144078.3681,1113.6467,111.2104 g,84.4454 g,140.3110,136.1430,,14.09.2022 11:31:14
3_TS091411311351,2601405.6537,1144078.3678,1113.6470,111.2104 g,84.4454 g,140.3122,136.1442,,14.09.2022 11:31:14
3_TS091411311290,2601405.6524,1144078.3680,1113.6466,111.2105 g,84.4454 g,140.3108,136.1428,,14.09.2022 11:31:13
3_TS091411311274,2601405.6600,1144078.3667,1113.6487,111.2104 g,84.4453 g,140.3188,136.1505,,14.09.2022 11:31:13
3_TS091411311074,2601405.6571,1144078.3673,1113.6478,111.2104 g,84.4454 g,140.3157,136.1476,,14.09.2022 11:31:11
3_TS091411310992,2601405.6560,1144078.3675,1113.6474,111.2104 g,84.4455 g,140.3145,136.1464,,14.09.2022 11:31:10
3_TS091411310909,2601405.6497,1144078.3686,1113.6458,111.2104 g,84.4454 g,140.3080,136.1401,,14.09.2022 11:31:09
3_TS091411310808,2601405.6523,1144078.3681,1113.6465,111.2104 g,84.4455 g,140.3107,136.1428,,14.09.2022 11:31:08
3_TS091411310734,2601405.6512,1144078.3683,1113.6460,111.2104 g,84.4455 g,140.3095,136.1416,,14.09.2022 11:31:07
3_TS091411310632,2601405.6598,1144078.3668,1113.6480,111.2104 g,84.4456 g,140.3184,136.1503,,14.09.2022 11:31:06
3_TS091411310504,2601405.6599,1144078.3668,1113.6480,111.2104 g,84.4456 g,140.3185,136.1504,,14.09.2022 11:31:05
3_TS091411310408,2601405.6563,1144078.3675,1113.6470,111.2104 g,84.4456 g,140.3147,136.1467,,14.09.2022 11:31:04
3_TS091411310319,2601405.6549,1144078.3677,1113.6468,111.2104 g,84.4456 g,140.3133,136.1454,,14.09.2022 11:31:03
3_TS091411310233,2601405.6519,1144078.3682,1113.6460,111.2104 g,84.4456 g,140.3102,136.1424,,14.09.2022 11:31:02
3_TS091411310150,2601405.6568,1144078.3674,1113.6473,111.2104 g,84.4456 g,140.3153,136.1473,,14.09.2022 11:31:02
3_TS091411310051,2601405.6551,1144078.3677,1113.6468,111.2104 g,84.4456 g,140.3135,136.1456,,14.09.2022 11:31:01
3_TS091411305972,2601405.6518,1144078.3682,1113.6460,111.2104 g,84.4456 g,140.3101,136.1423,,14.09.2022 11:31:00
3_TS091411305870,2601405.6561,1144078.3675,1113.6471,111.2104 g,84.4456 g,140.3146,136.1466,,14.09.2022 11:30:59
3_TS091411305774,2601405.6521,1144078.3682,1113.6460,111.2104 g,84.4456 g,140.3103,136.1425,,14.09.2022 11:30:58
